Table;Field;Type;Null;Key;Default;Extra
"media__field_media_audio_file";"langcode";varchar(32);"NO";"PRI";;""
"media__field_media_audio_file";"delta";int unsigned;"NO";"PRI";\N;""
"media__field_media_audio_file";"field_media_audio_file_target_id";int unsigned;"NO";"MUL";\N;""
"media__field_media_audio_file";"field_media_audio_file_display";tinyint unsigned;"YES";"";1;""
"media__field_media_audio_file";"field_media_audio_file_description";text;"YES";"";\N;""
"media__field_media_document";"bundle";varchar(128);"NO";"MUL";;""
"media__field_media_document";"deleted";tinyint;"NO";"PRI";0;""
"media__field_media_document";"entity_id";int unsigned;"NO";"PRI";\N;""
"media__field_media_document";"revision_id";int unsigned;"NO";"MUL";\N;""
"media__field_media_document";"langcode";varchar(32);"NO";"PRI";;""
"media__field_media_document";"delta";int unsigned;"NO";"PRI";\N;""
"media__field_media_document";"field_media_document_target_id";int unsigned;"NO";"MUL";\N;""
"media__field_media_document";"field_media_document_display";tinyint unsigned;"YES";"";1;""
"media__field_media_document";"field_media_document_description";text;"YES";"";\N;""
"media__field_media_image";"bundle";varchar(128);"NO";"MUL";;""
"media__field_media_image";"deleted";tinyint;"NO";"PRI";0;""
"media__field_media_image";"entity_id";int unsigned;"NO";"PRI";\N;""
"media__field_media_image";"revision_id";int unsigned;"NO";"MUL";\N;""
"media__field_media_image";"langcode";varchar(32);"NO";"PRI";;""
"media__field_media_image";"delta";int unsigned;"NO";"PRI";\N;""
"media__field_media_image";"field_media_image_target_id";int unsigned;"NO";"MUL";\N;""
"media__field_media_image";"field_media_image_alt";varchar(512);"YES";"";\N;""
"media__field_media_image";"field_media_image_title";varchar(1024);"YES";"";\N;""
"media__field_media_image";"field_media_image_width";int unsigned;"YES";"";\N;""
"media__field_media_image";"field_media_image_height";int unsigned;"YES";"";\N;""
"media__field_media_oembed_video";"bundle";varchar(128);"NO";"MUL";;""
"media__field_media_oembed_video";"deleted";tinyint;"NO";"PRI";0;""
"media__field_media_oembed_video";"entity_id";int unsigned;"NO";"PRI";\N;""
"media__field_media_oembed_video";"revision_id";int unsigned;"NO";"MUL";\N;""
"media__field_media_oembed_video";"langcode";varchar(32);"NO";"PRI";;""
"media__field_media_oembed_video";"delta";int unsigned;"NO";"PRI";\N;""
"media__field_media_oembed_video";"field_media_oembed_video_value";varchar(255);"NO";"";\N;""
"media__field_media_video_file";"bundle";varchar(128);"NO";"MUL";;""
"media__field_media_video_file";"deleted";tinyint;"NO";"PRI";0;""
"media__field_media_video_file";"entity_id";int unsigned;"NO";"PRI";\N;""
"media__field_media_video_file";"revision_id";int unsigned;"NO";"MUL";\N;""
"media__field_media_video_file";"langcode";varchar(32);"NO";"PRI";;""
"media__field_media_video_file";"delta";int unsigned;"NO";"PRI";\N;""
"media__field_media_video_file";"field_media_video_file_target_id";int unsigned;"NO";"MUL";\N;""
"media__field_media_video_file";"field_media_video_file_display";tinyint unsigned;"YES";"";1;""
"media__field_media_video_file";"field_media_video_file_description";text;"YES";"";\N;""
"media_field_data";"mid";int unsigned;"NO";"PRI";\N;""
"media_field_data";"vid";int unsigned;"NO";"MUL";\N;""
"media_field_data";"bundle";varchar(32);"NO";"MUL";\N;""
"media_field_data";"langcode";varchar(12);"NO";"PRI";\N;""
"media_field_data";"status";tinyint;"NO";"MUL";\N;""
"media_field_data";"uid";int unsigned;"NO";"MUL";\N;""
"media_field_data";"name";varchar(255);"YES";"";\N;""
"media_field_data";"thumbnail__target_id";int unsigned;"YES";"MUL";\N;""
"media_field_data";"thumbnail__alt";varchar(512);"YES";"";\N;""
"media_field_data";"thumbnail__title";varchar(1024);"YES";"";\N;""
"media_field_data";"thumbnail__width";int unsigned;"YES";"";\N;""
"media_field_data";"thumbnail__height";int unsigned;"YES";"";\N;""
"media_field_data";"created";int;"YES";"";\N;""
"media_field_data";"changed";int;"YES";"";\N;""
"media_field_data";"default_langcode";tinyint;"NO";"";\N;""
"media_field_data";"revision_translation_affected";tinyint;"YES";"";\N;""
"media_field_revision";"mid";int unsigned;"NO";"MUL";\N;""
"media_field_revision";"vid";int unsigned;"NO";"PRI";\N;""
"media_field_revision";"langcode";varchar(12);"NO";"PRI";\N;""
"media_field_revision";"status";tinyint;"NO";"";\N;""
"media_field_revision";"uid";int unsigned;"NO";"MUL";\N;""
"media_field_revision";"name";varchar(255);"YES";"";\N;""
"media_field_revision";"thumbnail__target_id";int unsigned;"YES";"MUL";\N;""
"media_field_revision";"thumbnail__alt";varchar(512);"YES";"";\N;""
"media_field_revision";"thumbnail__title";varchar(1024);"YES";"";\N;""
"media_field_revision";"thumbnail__width";int unsigned;"YES";"";\N;""
"media_field_revision";"thumbnail__height";int unsigned;"YES";"";\N;""
"media_field_revision";"created";int;"YES";"";\N;""
"media_field_revision";"changed";int;"YES";"";\N;""
"media_field_revision";"default_langcode";tinyint;"NO";"";\N;""
"media_field_revision";"revision_translation_affected";tinyint;"YES";"";\N;""
"media_revision";"mid";int unsigned;"NO";"MUL";\N;""
"media_revision";"vid";int unsigned;"NO";"PRI";\N;"auto_increment"
"media_revision";"langcode";varchar(12);"NO";"";\N;""
"media_revision";"revision_user";int unsigned;"YES";"MUL";\N;""
"media_revision";"revision_created";int;"YES";"";\N;""
"media_revision";"revision_log_message";longtext;"YES";"";\N;""
"media_revision";"revision_default";tinyint;"YES";"";\N;""
"media_revision__field_media_audio_file";"bundle";varchar(128);"NO";"MUL";;""
"media_revision__field_media_audio_file";"deleted";tinyint;"NO";"PRI";0;""
"media_revision__field_media_audio_file";"entity_id";int unsigned;"NO";"PRI";\N;""
"media_revision__field_media_audio_file";"revision_id";int unsigned;"NO";"PRI";\N;""
"media_revision__field_media_audio_file";"langcode";varchar(32);"NO";"PRI";;""
"media_revision__field_media_audio_file";"delta";int unsigned;"NO";"PRI";\N;""
"media_revision__field_media_audio_file";"field_media_audio_file_target_id";int unsigned;"NO";"MUL";\N;""
"media_revision__field_media_audio_file";"field_media_audio_file_display";tinyint unsigned;"YES";"";1;""
"media_revision__field_media_audio_file";"field_media_audio_file_description";text;"YES";"";\N;""
"media_revision__field_media_document";"bundle";varchar(128);"NO";"MUL";;""
"media_revision__field_media_document";"deleted";tinyint;"NO";"PRI";0;""
"media_revision__field_media_document";"entity_id";int unsigned;"NO";"PRI";\N;""
"media_revision__field_media_document";"revision_id";int unsigned;"NO";"PRI";\N;""
"media_revision__field_media_document";"langcode";varchar(32);"NO";"PRI";;""
"media_revision__field_media_document";"delta";int unsigned;"NO";"PRI";\N;""
"media_revision__field_media_document";"field_media_document_target_id";int unsigned;"NO";"MUL";\N;""
"media_revision__field_media_document";"field_media_document_display";tinyint unsigned;"YES";"";1;""
"media_revision__field_media_document";"field_media_document_description";text;"YES";"";\N;""
"media_revision__field_media_image";"bundle";varchar(128);"NO";"MUL";;""
"media_revision__field_media_image";"deleted";tinyint;"NO";"PRI";0;""
"media_revision__field_media_image";"entity_id";int unsigned;"NO";"PRI";\N;""
"media_revision__field_media_image";"revision_id";int unsigned;"NO";"PRI";\N;""
"media_revision__field_media_image";"langcode";varchar(32);"NO";"PRI";;""
"media_revision__field_media_image";"delta";int unsigned;"NO";"PRI";\N;""
"media_revision__field_media_image";"field_media_image_target_id";int unsigned;"NO";"MUL";\N;""
"media_revision__field_media_image";"field_media_image_alt";varchar(512);"YES";"";\N;""
"media_revision__field_media_image";"field_media_image_title";varchar(1024);"YES";"";\N;""
"media_revision__field_media_image";"field_media_image_width";int unsigned;"YES";"";\N;""
"media_revision__field_media_image";"field_media_image_height";int unsigned;"YES";"";\N;""
"media_revision__field_media_oembed_video";"bundle";varchar(128);"NO";"MUL";;""
"media_revision__field_media_oembed_video";"deleted";tinyint;"NO";"PRI";0;""
"media_revision__field_media_oembed_video";"entity_id";int unsigned;"NO";"PRI";\N;""
"media_revision__field_media_oembed_video";"revision_id";int unsigned;"NO";"PRI";\N;""
"media_revision__field_media_oembed_video";"langcode";varchar(32);"NO";"PRI";;""
"media_revision__field_media_oembed_video";"delta";int unsigned;"NO";"PRI";\N;""
"media_revision__field_media_oembed_video";"field_media_oembed_video_value";varchar(255);"NO";"";\N;""
"media_revision__field_media_video_file";"bundle";varchar(128);"NO";"MUL";;""
"media_revision__field_media_video_file";"deleted";tinyint;"NO";"PRI";0;""
"media_revision__field_media_video_file";"entity_id";int unsigned;"NO";"PRI";\N;""
"media_revision__field_media_video_file";"revision_id";int unsigned;"NO";"PRI";\N;""
"media_revision__field_media_video_file";"langcode";varchar(32);"NO";"PRI";;""
"media_revision__field_media_video_file";"delta";int unsigned;"NO";"PRI";\N;""
"media_revision__field_media_video_file";"field_media_video_file_target_id";int unsigned;"NO";"MUL";\N;""
"media_revision__field_media_video_file";"field_media_video_file_display";tinyint unsigned;"YES";"";1;""
"media_revision__field_media_video_file";"field_media_video_file_description";text;"YES";"";\N;""
"menu_link_content";"id";int unsigned;"NO";"PRI";\N;"auto_increment"
"menu_link_content";"revision_id";int unsigned;"YES";"UNI";\N;""
"menu_link_content";"bundle";varchar(32);"NO";"";\N;""
"menu_link_content";"uuid";varchar(128);"NO";"UNI";\N;""
"menu_link_content";"langcode";varchar(12);"NO";"";\N;""
"menu_link_content__menu_item_roles";"bundle";varchar(128);"NO";"MUL";;""
"menu_link_content__menu_item_roles";"deleted";tinyint;"NO";"PRI";0;""
"menu_link_content__menu_item_roles";"entity_id";int unsigned;"NO";"PRI";\N;""
"menu_link_content__menu_item_roles";"revision_id";int unsigned;"NO";"MUL";\N;""
"menu_link_content__menu_item_roles";"langcode";varchar(32);"NO";"PRI";;""
"menu_link_content__menu_item_roles";"delta";int unsigned;"NO";"PRI";\N;""
"menu_link_content__menu_item_roles";"menu_item_roles_target_id";varchar(255);"NO";"MUL";\N;""
"menu_link_content_data";"id";int unsigned;"NO";"PRI";\N;""
"menu_link_content_data";"revision_id";int unsigned;"NO";"MUL";\N;""
"menu_link_content_data";"bundle";varchar(32);"NO";"";\N;""
"menu_link_content_data";"langcode";varchar(12);"NO";"PRI";\N;""
"menu_link_content_data";"enabled";tinyint;"NO";"MUL";\N;""
"menu_link_content_data";"title";varchar(255);"YES";"";\N;""
"menu_link_content_data";"description";varchar(255);"YES";"";\N;""
"menu_link_content_data";"menu_name";varchar(255);"YES";"";\N;""
"menu_link_content_data";"link__uri";varchar(2048);"YES";"MUL";\N;""
"menu_link_content_data";"link__title";varchar(255);"YES";"";\N;""
"menu_link_content_data";"link__options";longblob;"YES";"";\N;""
"menu_link_content_data";"external";tinyint;"YES";"";\N;""
"menu_link_content_data";"rediscover";tinyint;"YES";"";\N;""
"menu_link_content_data";"weight";int;"YES";"";\N;""
"menu_link_content_data";"expanded";tinyint;"YES";"";\N;""
"menu_link_content_data";"parent";varchar(255);"YES";"";\N;""
"menu_link_content_data";"changed";int;"YES";"";\N;""
"menu_link_content_data";"default_langcode";tinyint;"NO";"";\N;""
"menu_link_content_data";"revision_translation_affected";tinyint;"YES";"";\N;""
"menu_link_content_data";"menu_item_override_children";tinyint;"YES";"";\N;""
"menu_link_content_field_revision";"id";int unsigned;"NO";"MUL";\N;""
"menu_link_content_field_revision";"revision_id";int unsigned;"NO";"PRI";\N;""
"menu_link_content_field_revision";"langcode";varchar(12);"NO";"PRI";\N;""
"menu_link_content_field_revision";"enabled";tinyint;"NO";"";\N;""
"menu_link_content_field_revision";"title";varchar(255);"YES";"";\N;""
"menu_link_content_field_revision";"description";varchar(255);"YES";"";\N;""
"menu_link_content_field_revision";"link__uri";varchar(2048);"YES";"MUL";\N;""
"menu_link_content_field_revision";"link__title";varchar(255);"YES";"";\N;""
"menu_link_content_field_revision";"link__options";longblob;"YES";"";\N;""
"menu_link_content_field_revision";"external";tinyint;"YES";"";\N;""
"menu_link_content_field_revision";"changed";int;"YES";"";\N;""
"menu_link_content_field_revision";"default_langcode";tinyint;"NO";"";\N;""
"menu_link_content_field_revision";"revision_translation_affected";tinyint;"YES";"";\N;""
"menu_link_content_revision";"id";int unsigned;"NO";"MUL";\N;""
"menu_link_content_revision";"revision_id";int unsigned;"NO";"PRI";\N;"auto_increment"
"menu_link_content_revision";"langcode";varchar(12);"NO";"";\N;""
"menu_link_content_revision";"revision_user";int unsigned;"YES";"MUL";\N;""
"menu_link_content_revision";"revision_created";int;"YES";"";\N;""
"menu_link_content_revision";"revision_log_message";longtext;"YES";"";\N;""
"menu_link_content_revision";"revision_default";tinyint;"YES";"";\N;""
"menu_link_content_revision__menu_item_roles";"bundle";varchar(128);"NO";"MUL";;""
"menu_link_content_revision__menu_item_roles";"deleted";tinyint;"NO";"PRI";0;""
"menu_link_content_revision__menu_item_roles";"entity_id";int unsigned;"NO";"PRI";\N;""
"menu_link_content_revision__menu_item_roles";"revision_id";int unsigned;"NO";"PRI";\N;""
"menu_link_content_revision__menu_item_roles";"langcode";varchar(32);"NO";"PRI";;""
"menu_link_content_revision__menu_item_roles";"delta";int unsigned;"NO";"PRI";\N;""
"menu_link_content_revision__menu_item_roles";"menu_item_roles_target_id";varchar(255);"NO";"MUL";\N;""
"menu_tree";"menu_name";varchar(32);"NO";"MUL";;""
"menu_tree";"mlid";int unsigned;"NO";"PRI";\N;"auto_increment"
"menu_tree";"id";varchar(255);"NO";"UNI";\N;""
"menu_tree";"parent";varchar(255);"NO";"";;""
"menu_tree";"route_name";varchar(255);"YES";"MUL";\N;""
"menu_tree";"route_param_key";varchar(255);"YES";"";\N;""
"menu_tree";"route_parameters";longblob;"YES";"";\N;""
"menu_tree";"url";varchar(255);"NO";"";;""
"menu_tree";"title";longblob;"YES";"";\N;""
"menu_tree";"description";longblob;"YES";"";\N;""
"menu_tree";"class";text;"YES";"";\N;""
"menu_tree";"options";longblob;"YES";"";\N;""
"menu_tree";"provider";varchar(50);"NO";"";system;""
"menu_tree";"enabled";smallint;"NO";"";1;""
"menu_tree";"discovered";smallint;"NO";"";0;""
"menu_tree";"expanded";smallint;"NO";"";0;""
"menu_tree";"weight";int;"NO";"";0;""
"menu_tree";"metadata";longblob;"YES";"";\N;""
"menu_tree";"has_children";smallint;"NO";"";0;""
"menu_tree";"depth";smallint;"NO";"";0;""
"menu_tree";"p1";int unsigned;"NO";"";0;""
"menu_tree";"p2";int unsigned;"NO";"";0;""
"menu_tree";"p3";int unsigned;"NO";"";0;""
"menu_tree";"p4";int unsigned;"NO";"";0;""
"menu_tree";"p5";int unsigned;"NO";"";0;""
"menu_tree";"p6";int unsigned;"NO";"";0;""
"menu_tree";"p7";int unsigned;"NO";"";0;""
"menu_tree";"p8";int unsigned;"NO";"";0;""
"menu_tree";"p9";int unsigned;"NO";"";0;""
"menu_tree";"form_class";varchar(255);"YES";"";\N;""
"node";"nid";int unsigned;"NO";"PRI";\N;"auto_increment"
"node";"vid";int unsigned;"YES";"UNI";\N;""
"node";"type";varchar(32);"NO";"MUL";\N;""
"node";"uuid";varchar(128);"NO";"UNI";\N;""
"node";"langcode";varchar(12);"NO";"";\N;""
"node__body";"bundle";varchar(128);"NO";"MUL";;""
"node__body";"deleted";tinyint;"NO";"PRI";0;""
"node__body";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__body";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__body";"langcode";varchar(32);"NO";"PRI";;""
"node__body";"delta";int unsigned;"NO";"PRI";\N;""
"node__body";"body_value";longtext;"NO";"";\N;""
"node__body";"body_summary";longtext;"YES";"";\N;""
"node__body";"body_format";varchar(255);"YES";"MUL";\N;""
"node__feeds_item";"bundle";varchar(128);"NO";"MUL";;""
"node__feeds_item";"deleted";tinyint;"NO";"PRI";0;""
"node__feeds_item";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__feeds_item";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__feeds_item";"langcode";varchar(32);"NO";"PRI";;""
"node__feeds_item";"delta";int unsigned;"NO";"PRI";\N;""
"node__feeds_item";"feeds_item_target_id";int unsigned;"NO";"MUL";\N;""
"node__feeds_item";"feeds_item_imported";int unsigned;"YES";"MUL";\N;""
"node__feeds_item";"feeds_item_url";text;"YES";"";\N;""
"node__feeds_item";"feeds_item_guid";text;"YES";"";\N;""
"node__feeds_item";"feeds_item_hash";varchar(32);"YES";"";\N;""
"node__field_allegati_catalogo";"bundle";varchar(128);"NO";"MUL";;""
"node__field_allegati_catalogo";"deleted";tinyint;"NO";"PRI";0;""
"node__field_allegati_catalogo";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_allegati_catalogo";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_allegati_catalogo";"langcode";varchar(32);"NO";"PRI";;""
"node__field_allegati_catalogo";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_allegati_catalogo";"field_allegati_catalogo_target_id";int unsigned;"NO";"MUL";\N;""
"node__field_allegati_impresa";"bundle";varchar(128);"NO";"MUL";;""
"node__field_allegati_impresa";"deleted";tinyint;"NO";"PRI";0;""
"node__field_allegati_impresa";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_allegati_impresa";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_allegati_impresa";"langcode";varchar(32);"NO";"PRI";;""
"node__field_allegati_impresa";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_allegati_impresa";"field_allegati_impresa_target_id";int unsigned;"NO";"MUL";\N;""
"node__field_alto_valore_tecnologico";"bundle";varchar(128);"NO";"MUL";;""
"node__field_alto_valore_tecnologico";"deleted";tinyint;"NO";"PRI";0;""
"node__field_alto_valore_tecnologico";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_alto_valore_tecnologico";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_alto_valore_tecnologico";"langcode";varchar(32);"NO";"PRI";;""
"node__field_alto_valore_tecnologico";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_alto_valore_tecnologico";"field_alto_valore_tecnologico_value";tinyint;"NO";"";\N;""
"node__field_altre_informazioni";"bundle";varchar(128);"NO";"MUL";;""
"node__field_altre_informazioni";"deleted";tinyint;"NO";"PRI";0;""
"node__field_altre_informazioni";"entity_id";int unsigned;"NO";"PRI";\N;""
"node__field_altre_informazioni";"revision_id";int unsigned;"NO";"MUL";\N;""
"node__field_altre_informazioni";"langcode";varchar(32);"NO";"PRI";;""
"node__field_altre_informazioni";"delta";int unsigned;"NO";"PRI";\N;""
"node__field_altre_informazioni";"field_altre_informazioni_value";longtext;"NO";"";\N;""
"node__field_animazione_spazi";"bundle";varchar(128);"NO";"MUL";;""
